mode,epsilon,trial,model,T_env,P_sink_T_end,P_sink_D_end,Selectivity_end,coverage_end
extended,0.0,0,CRW,,0.23742329853362096,0.2703079099584457,0.8783438803890037,0.5077312084920667
extended,0.0,0,CRW_thermal,0.1,0.23742329853362096,0.2703079099584457,0.8783438803890037,0.5077312084920667
extended,0.0,0,CRW_thermal,1.0,0.23742329853362096,0.2703079099584457,0.8783438803890037,0.5077312084920667
extended,0.0,1,CRW,,0.23742329853362096,0.2703079099584457,0.8783438803890037,0.5077312084920667
extended,0.0,1,CRW_thermal,0.1,0.23742329853362096,0.2703079099584457,0.8783438803890037,0.5077312084920667
extended,0.0,1,CRW_thermal,1.0,0.23742329853362096,0.2703079099584457,0.8783438803890037,0.5077312084920667
extended,0.0,2,CRW,,0.23742329853362096,0.2703079099584457,0.8783438803890037,0.5077312084920667
extended,0.0,2,CRW_thermal,0.1,0.23742329853362096,0.2703079099584457,0.8783438803890037,0.5077312084920667
extended,0.0,2,CRW_thermal,1.0,0.23742329853362096,0.2703079099584457,0.8783438803890037,0.5077312084920667
extended,0.0,3,CRW,,0.23742329853362096,0.2703079099584457,0.8783438803890037,0.5077312084920667
extended,0.0,3,CRW_thermal,0.1,0.23742329853362096,0.2703079099584457,0.8783438803890037,0.5077312084920667
extended,0.0,3,CRW_thermal,1.0,0.23742329853362096,0.2703079099584457,0.8783438803890037,0.5077312084920667
extended,0.0,4,CRW,,0.23742329853362096,0.2703079099584457,0.8783438803890037,0.5077312084920667
extended,0.0,4,CRW_thermal,0.1,0.23742329853362096,0.2703079099584457,0.8783438803890037,0.5077312084920667
extended,0.0,4,CRW_thermal,1.0,0.23742329853362096,0.2703079099584457,0.8783438803890037,0.5077312084920667
extended,0.0,5,CRW,,0.23742329853362096,0.2703079099584457,0.8783438803890037,0.5077312084920667
extended,0.0,5,CRW_thermal,0.1,0.23742329853362096,0.2703079099584457,0.8783438803890037,0.5077312084920667
extended,0.0,5,CRW_thermal,1.0,0.23742329853362096,0.2703079099584457,0.8783438803890037,0.5077312084920667
extended,0.0,6,CRW,,0.23742329853362096,0.2703079099584457,0.8783438803890037,0.5077312084920667
extended,0.0,6,CRW_thermal,0.1,0.23742329853362096,0.2703079099584457,0.8783438803890037,0.5077312084920667
extended,0.0,6,CRW_thermal,1.0,0.23742329853362096,0.2703079099584457,0.8783438803890037,0.5077312084920667
extended,0.0,7,CRW,,0.23742329853362096,0.2703079099584457,0.8783438803890037,0.5077312084920667
extended,0.0,7,CRW_thermal,0.1,0.23742329853362096,0.2703079099584457,0.8783438803890037,0.5077312084920667
extended,0.0,7,CRW_thermal,1.0,0.23742329853362096,0.2703079099584457,0.8783438803890037,0.5077312084920667
extended,0.0,8,CRW,,0.23742329853362096,0.2703079099584457,0.8783438803890037,0.5077312084920667
extended,0.0,8,CRW_thermal,0.1,0.23742329853362096,0.2703079099584457,0.8783438803890037,0.5077312084920667
extended,0.0,8,CRW_thermal,1.0,0.23742329853362096,0.2703079099584457,0.8783438803890037,0.5077312084920667
extended,0.0,9,CRW,,0.23742329853362096,0.2703079099584457,0.8783438803890037,0.5077312084920667
extended,0.0,9,CRW_thermal,0.1,0.23742329853362096,0.2703079099584457,0.8783438803890037,0.5077312084920667
extended,0.0,9,CRW_thermal,1.0,0.23742329853362096,0.2703079099584457,0.8783438803890037,0.5077312084920667
extended,1.0,0,CRW,,0.23742329853362096,0.2703079099584457,0.8783438803890037,0.5077312084920667
extended,1.0,0,CRW_thermal,0.1,0.15276871120475408,0.20211478150033535,0.755851254767058,0.35488349270508945
extended,1.0,0,CRW_thermal,1.0,0.22568181642749144,0.25235377937611264,0.8943072577892202,0.4780355958036041
extended,1.0,1,CRW,,0.23742329853362096,0.2703079099584457,0.8783438803890037,0.5077312084920667
extended,1.0,1,CRW_thermal,0.1,0.09444522596046549,0.09166496883956343,1.0303306394478557,0.18611019480002894
extended,1.0,1,CRW_thermal,1.0,0.2002137568802971,0.21557844462856252,0.9287280888603348,0.41579220150885965
extended,1.0,2,CRW,,0.23742329853362096,0.2703079099584457,0.8783438803890037,0.5077312084920667
extended,1.0,2,CRW_thermal,0.1,0.031051296778754837,0.1262766395568977,0.24589897931610583,0.15732793633565254
extended,1.0,2,CRW_thermal,1.0,0.179744525510261,0.215833373940135,0.832793011702089,0.395577899450396
extended,1.0,3,CRW,,0.23742329853362096,0.2703079099584457,0.8783438803890037,0.5077312084920667
extended,1.0,3,CRW_thermal,0.1,0.04940283493162825,0.09366479027099334,0.5274429675032344,0.1430676252026216
extended,1.0,3,CRW_thermal,1.0,0.1959951022768243,0.2238132823161374,0.87570809135047,0.41980838459296166
extended,1.0,4,CRW,,0.23742329853362096,0.2703079099584457,0.8783438803890037,0.5077312084920667
extended,1.0,4,CRW_thermal,0.1,0.1494616441356817,0.10707198470627724,1.395898698845389,0.25653362884195896
extended,1.0,4,CRW_thermal,1.0,0.20838232198195647,0.24402507366799134,0.8539381582755606,0.4524073956499478
extended,1.0,5,CRW,,0.23742329853362096,0.2703079099584457,0.8783438803890037,0.5077312084920667
extended,1.0,5,CRW_thermal,0.1,0.11249659748163963,0.15647232017519985,0.7189552590193576,0.2689689176568395
extended,1.0,5,CRW_thermal,1.0,0.22229027442653862,0.23152742405931495,0.9601034319313725,0.45381769848585357
extended,1.0,6,CRW,,0.23742329853362096,0.2703079099584457,0.8783438803890037,0.5077312084920667
extended,1.0,6,CRW_thermal,0.1,0.07137296159874358,0.2059029557391859,0.3466339827039879,0.2772759173379295
extended,1.0,6,CRW_thermal,1.0,0.20349969864600864,0.23876638528581412,0.8522962660826734,0.44226608393182276
extended,1.0,7,CRW,,0.23742329853362096,0.2703079099584457,0.8783438803890037,0.5077312084920667
extended,1.0,7,CRW_thermal,0.1,0.17232310973199969,0.1562129518813925,1.1031294630533324,0.3285360616133922
extended,1.0,7,CRW_thermal,1.0,0.245977469247192,0.22418691542800084,1.0971981517141314,0.47016438467519284
extended,1.0,8,CRW,,0.23742329853362096,0.2703079099584457,0.8783438803890037,0.5077312084920667
extended,1.0,8,CRW_thermal,0.1,0.22593560447417127,0.1292091728248991,1.7486034430280324,0.35514477729907035
extended,1.0,8,CRW_thermal,1.0,0.2592679744108752,0.22848173365933447,1.13474267836355,0.4877497080702097
extended,1.0,9,CRW,,0.23742329853362096,0.2703079099584457,0.8783438803890037,0.5077312084920667
extended,1.0,9,CRW_thermal,0.1,0.16211014623146658,0.07793722809798585,2.080009132805892,0.24004737432945245
extended,1.0,9,CRW_thermal,1.0,0.2668572965202049,0.18956195254529154,1.4077576904839995,0.45641924906549647
extended,2.0,0,CRW,,0.23742329853362096,0.2703079099584457,0.8783438803890037,0.5077312084920667
extended,2.0,0,CRW_thermal,0.1,0.11668451446862284,0.09309534494770957,1.2533872078449206,0.20977985941633243
extended,2.0,0,CRW_thermal,1.0,0.18041850493591327,0.20016595478241728,0.9013446124298657,0.38058445971833055
extended,2.0,1,CRW,,0.23742329853362096,0.2703079099584457,0.8783438803890037,0.5077312084920667
extended,2.0,1,CRW_thermal,0.1,0.11276050160304922,0.11022046633631293,1.0230450419068533,0.22298096793936215
extended,2.0,1,CRW_thermal,1.0,0.17596233085980173,0.24517941109455132,0.717688039438294,0.42114174195435305
extended,2.0,2,CRW,,0.23742329853362096,0.2703079099584457,0.8783438803890037,0.5077312084920667
extended,2.0,2,CRW_thermal,0.1,0.15576765600816322,0.05077094750276773,3.0680470557813337,0.20653860351093095
extended,2.0,2,CRW_thermal,1.0,0.23674056904406723,0.15515317737094292,1.5258506016704891,0.3918937464150102
extended,2.0,3,CRW,,0.23742329853362096,0.2703079099584457,0.8783438803890037,0.5077312084920667
extended,2.0,3,CRW_thermal,0.1,0.18106156972198412,0.15059370011268158,1.2023183545214884,0.3316552698346657
extended,2.0,3,CRW_thermal,1.0,0.2233252237645257,0.25503353281096713,0.875670039551938,0.47835875657549287
extended,2.0,4,CRW,,0.23742329853362096,0.2703079099584457,0.8783438803890037,0.5077312084920667
extended,2.0,4,CRW_thermal,0.1,0.16253904474823147,0.08131865250629788,1.9987916638638903,0.24385769725452935
extended,2.0,4,CRW_thermal,1.0,0.214650402282186,0.18702246620436574,1.1477252259441522,0.4016728684865517
extended,2.0,5,CRW,,0.23742329853362096,0.2703079099584457,0.8783438803890037,0.5077312084920667
extended,2.0,5,CRW_thermal,0.1,0.1570452776770356,0.23823742847633234,0.6591964943576364,0.3952827061533679
extended,2.0,5,CRW_thermal,1.0,0.20100320999967528,0.2567938524335842,0.7827415185138785,0.45779706243325946
extended,2.0,6,CRW,,0.23742329853362096,0.2703079099584457,0.8783438803890037,0.5077312084920667
extended,2.0,6,CRW_thermal,0.1,0.176995155196887,0.05851955446003023,3.0245472103645783,0.23551470965691723
extended,2.0,6,CRW_thermal,1.0,0.19704932209333909,0.20097039026877808,0.9804893239686928,0.3980197123621172
extended,2.0,7,CRW,,0.23742329853362096,0.2703079099584457,0.8783438803890037,0.5077312084920667
extended,2.0,7,CRW_thermal,0.1,0.16242632909983043,0.09395009921967774,1.7288574514254642,0.2563764283195082
extended,2.0,7,CRW_thermal,1.0,0.19734397021941782,0.19766266530290624,0.9983876819428776,0.39500663552232407
extended,2.0,8,CRW,,0.23742329853362096,0.2703079099584457,0.8783438803890037,0.5077312084920667
extended,2.0,8,CRW_thermal,0.1,0.13720519544733994,0.1723052285319387,0.7962915380777963,0.30951042397927864
extended,2.0,8,CRW_thermal,1.0,0.21134422848631465,0.2124061485409914,0.9950005211103066,0.42375037702730606
extended,2.0,9,CRW,,0.23742329853362096,0.2703079099584457,0.8783438803890037,0.5077312084920667
extended,2.0,9,CRW_thermal,0.1,0.03088184458509401,0.044950423338736716,0.6870201054990752,0.07583226792383073
extended,2.0,9,CRW_thermal,1.0,0.1215318706000457,0.18125455710496008,0.6705038071346203,0.30278642770500575
extended,3.0,0,CRW,,0.23742329853362096,0.2703079099584457,0.8783438803890037,0.5077312084920667
extended,3.0,0,CRW_thermal,0.1,0.2324015664194554,0.10103193974773943,2.300278179330463,0.3334335061671948
extended,3.0,0,CRW_thermal,1.0,0.2916482474003309,0.20410729844882583,1.4288967107759971,0.4957555458491567
extended,3.0,1,CRW,,0.23742329853362096,0.2703079099584457,0.8783438803890037,0.5077312084920667
extended,3.0,1,CRW_thermal,0.1,0.0726857960848596,0.029337157786154908,2.477601839012661,0.10202295387101451
extended,3.0,1,CRW_thermal,1.0,0.15842746703006463,0.0860570118972294,1.8409594237064628,0.24448447892729402
extended,3.0,2,CRW,,0.23742329853362096,0.2703079099584457,0.8783438803890037,0.5077312084920667
extended,3.0,2,CRW_thermal,0.1,0.015368190488976642,0.018336687494749298,0.8381115996299335,0.03370487798372594
extended,3.0,2,CRW_thermal,1.0,0.07338725873948596,0.10438149185902633,0.7030677319490406,0.17776875059851227
extended,3.0,3,CRW,,0.23742329853362096,0.2703079099584457,0.8783438803890037,0.5077312084920667
extended,3.0,3,CRW_thermal,0.1,0.08564648550201681,0.21400983108628632,0.4001988369734516,0.29965631658830316
extended,3.0,3,CRW_thermal,1.0,0.13064776389856442,0.2291331934313032,0.5701826171124523,0.3597809573298676
extended,3.0,4,CRW,,0.23742329853362096,0.2703079099584457,0.8783438803890037,0.5077312084920667
extended,3.0,4,CRW_thermal,0.1,0.06442081478699108,0.04718420090720415,1.3653047746282785,0.11160501569419523
extended,3.0,4,CRW_thermal,1.0,0.13297296050621188,0.1196162229649076,1.1116632611289785,0.25258918347111947
extended,3.0,5,CRW,,0.23742329853362096,0.2703079099584457,0.8783438803890037,0.5077312084920667
extended,3.0,5,CRW_thermal,0.1,0.17618312235452702,0.021121692376101384,8.341335495707346,0.1973048147306284
extended,3.0,5,CRW_thermal,1.0,0.1795148413036271,0.12345811147995588,1.4540546518186315,0.302972952783583
extended,3.0,6,CRW,,0.23742329853362096,0.2703079099584457,0.8783438803890037,0.5077312084920667
extended,3.0,6,CRW_thermal,0.1,0.07397387280363318,0.12252964696749481,0.6037222389341704,0.196503519771128
extended,3.0,6,CRW_thermal,1.0,0.12071310628853267,0.13763509665419657,0.8770517783770162,0.25834820294272925
extended,3.0,7,CRW,,0.23742329853362096,0.2703079099584457,0.8783438803890037,0.5077312084920667
extended,3.0,7,CRW_thermal,0.1,0.09858977196675962,0.0852732266879169,1.1561632624319762,0.18386299865467653
extended,3.0,7,CRW_thermal,1.0,0.25690986676286287,0.18403460177491524,1.3959867562062174,0.44094446853777813
extended,3.0,8,CRW,,0.23742329853362096,0.2703079099584457,0.8783438803890037,0.5077312084920667
extended,3.0,8,CRW_thermal,0.1,0.2538912671305486,0.05652222965675663,4.491883435382254,0.31041349678730523
extended,3.0,8,CRW_thermal,1.0,0.24736775654938423,0.14099174324126185,1.7544839921891007,0.3883594997906461
extended,3.0,9,CRW,,0.23742329853362096,0.2703079099584457,0.8783438803890037,0.5077312084920667
extended,3.0,9,CRW_thermal,0.1,0.0003307020325473489,0.16173749790626873,0.0020446837426467118,0.16206819993881608
extended,3.0,9,CRW_thermal,1.0,0.04504111130293614,0.24881927384307334,0.18101938249028848,0.2938603851460095
extended,5.0,0,CRW,,0.23742329853362096,0.2703079099584457,0.8783438803890037,0.5077312084920667
extended,5.0,0,CRW_thermal,0.1,0.04106993650320936,0.09287166749784934,0.4422224517904581,0.1339416040010587
extended,5.0,0,CRW_thermal,1.0,0.0762142383436767,0.14668621525837652,0.519573282389975,0.22290045360205324
extended,5.0,1,CRW,,0.23742329853362096,0.2703079099584457,0.8783438803890037,0.5077312084920667
extended,5.0,1,CRW_thermal,0.1,0.16489943842008087,0.04406880932009459,3.7418628041113835,0.20896824774017547
extended,5.0,1,CRW_thermal,1.0,0.15258595363236419,0.09865637291658304,1.5466406185420338,0.25124232654894724
extended,5.0,2,CRW,,0.23742329853362096,0.2703079099584457,0.8783438803890037,0.5077312084920667
extended,5.0,2,CRW_thermal,0.1,0.00399945844148736,0.12460444161396089,0.03209723818550587,0.12860390005544825
extended,5.0,2,CRW_thermal,1.0,0.029649566659548255,0.16861541700220314,0.17584137433284056,0.1982649836617514
extended,5.0,3,CRW,,0.23742329853362096,0.2703079099584457,0.8783438803890037,0.5077312084920667
extended,5.0,3,CRW_thermal,0.1,0.23753774018602486,0.07787424252970072,3.0502735239110574,0.31541198271572557
extended,5.0,3,CRW_thermal,1.0,0.25683408531762375,0.12251636512900387,2.096324724008041,0.37935045044662763
extended,5.0,4,CRW,,0.23742329853362096,0.2703079099584457,0.8783438803890037,0.5077312084920667
extended,5.0,4,CRW_thermal,0.1,0.15092739524444432,0.0760562870514902,1.984417082315389,0.22698368229593452
extended,5.0,4,CRW_thermal,1.0,0.1479254264566417,0.12108333885368276,1.2216827505407102,0.26900876531032447
extended,5.0,5,CRW,,0.23742329853362096,0.2703079099584457,0.8783438803890037,0.5077312084920667
extended,5.0,5,CRW_thermal,0.1,0.11599989865133456,0.11172172827462529,1.0382930916102078,0.22772162692595985
extended,5.0,5,CRW_thermal,1.0,0.13058575568544165,0.14377113467189145,0.9082891081200045,0.2743568903573331
extended,5.0,6,CRW,,0.23742329853362096,0.2703079099584457,0.8783438803890037,0.5077312084920667
extended,5.0,6,CRW_thermal,0.1,0.007469331714735384,0.2442015101935976,0.03058675480255333,0.251670841908333
extended,5.0,6,CRW_thermal,1.0,0.028331055337033263,0.27522946939625886,0.10293612598635278,0.30356052473329215
extended,5.0,7,CRW,,0.23742329853362096,0.2703079099584457,0.8783438803890037,0.5077312084920667
extended,5.0,7,CRW_thermal,0.1,0.04352089739307463,0.04820680359895906,0.902795749625507,0.0917277009920337
extended,5.0,7,CRW_thermal,1.0,0.08015460538503273,0.08700809614146747,0.9212315742869168,0.1671627015265002
extended,5.0,8,CRW,,0.23742329853362096,0.2703079099584457,0.8783438803890037,0.5077312084920667
extended,5.0,8,CRW_thermal,0.1,0.27570505081869884,0.05837518269522078,4.722983947706737,0.33408023351391963
extended,5.0,8,CRW_thermal,1.0,0.32185289504004305,0.127081139173842,2.5326566721850696,0.44893403421388506
extended,5.0,9,CRW,,0.23742329853362096,0.2703079099584457,0.8783438803890037,0.5077312084920667
extended,5.0,9,CRW_thermal,0.1,0.06949868766459044,0.07357498861870364,0.9445966485134929,0.1430736762832941
extended,5.0,9,CRW_thermal,1.0,0.12185104602776423,0.07854646832971486,1.5513243130769192,0.2003975143574791
