mode,epsilon,trial,kappa,P_sink_T_end,P_sink_D_end,Selectivity_end,coverage_end
extended,0.0,0,0.001,0.013186862210208873,0.011219409804152796,1.175361488636637,0.02440627201436167
extended,0.0,0,0.003,0.01317302298685586,0.011194351073397784,1.1767562853181752,0.024367374060253646
extended,0.0,0,0.01,0.013124248354627794,0.01110735572661987,1.181581708236161,0.024231604081247665
extended,0.0,0,0.03,0.012982355983484383,0.010864755321559784,1.1949055085048783,0.023847111305044168
extended,0.0,0,0.1,0.01246764645055659,0.010080355998683205,1.2368260060407004,0.022548002449239796
extended,0.0,0,0.3,0.011013844595614213,0.00828899444709152,1.3287310860909154,0.01930283904270573
extended,0.0,0,1.0,0.007356601959113651,0.0048400659623756516,1.5199383675306086,0.012196667921489303
extended,0.0,0,3.0,0.003012674345883303,0.0016739758582320228,1.7997119428385546,0.004686650204115326
extended,0.0,0,10.0,0.0004799135587435523,0.00022881574371884643,2.097379965409453,0.0007087293024623987
extended,0.0,1,0.001,0.013186862210208873,0.011219409804152796,1.175361488636637,0.02440627201436167
extended,0.0,1,0.003,0.01317302298685586,0.011194351073397784,1.1767562853181752,0.024367374060253646
extended,0.0,1,0.01,0.013124248354627794,0.01110735572661987,1.181581708236161,0.024231604081247665
extended,0.0,1,0.03,0.012982355983484383,0.010864755321559784,1.1949055085048783,0.023847111305044168
extended,0.0,1,0.1,0.01246764645055659,0.010080355998683205,1.2368260060407004,0.022548002449239796
extended,0.0,1,0.3,0.011013844595614213,0.00828899444709152,1.3287310860909154,0.01930283904270573
extended,0.0,1,1.0,0.007356601959113651,0.0048400659623756516,1.5199383675306086,0.012196667921489303
extended,0.0,1,3.0,0.003012674345883303,0.0016739758582320228,1.7997119428385546,0.004686650204115326
extended,0.0,1,10.0,0.0004799135587435523,0.00022881574371884643,2.097379965409453,0.0007087293024623987
extended,0.0,2,0.001,0.013186862210208873,0.011219409804152796,1.175361488636637,0.02440627201436167
extended,0.0,2,0.003,0.01317302298685586,0.011194351073397784,1.1767562853181752,0.024367374060253646
extended,0.0,2,0.01,0.013124248354627794,0.01110735572661987,1.181581708236161,0.024231604081247665
extended,0.0,2,0.03,0.012982355983484383,0.010864755321559784,1.1949055085048783,0.023847111305044168
extended,0.0,2,0.1,0.01246764645055659,0.010080355998683205,1.2368260060407004,0.022548002449239796
extended,0.0,2,0.3,0.011013844595614213,0.00828899444709152,1.3287310860909154,0.01930283904270573
extended,0.0,2,1.0,0.007356601959113651,0.0048400659623756516,1.5199383675306086,0.012196667921489303
extended,0.0,2,3.0,0.003012674345883303,0.0016739758582320228,1.7997119428385546,0.004686650204115326
extended,0.0,2,10.0,0.0004799135587435523,0.00022881574371884643,2.097379965409453,0.0007087293024623987
extended,0.0,3,0.001,0.013186862210208873,0.011219409804152796,1.175361488636637,0.02440627201436167
extended,0.0,3,0.003,0.01317302298685586,0.011194351073397784,1.1767562853181752,0.024367374060253646
extended,0.0,3,0.01,0.013124248354627794,0.01110735572661987,1.181581708236161,0.024231604081247665
extended,0.0,3,0.03,0.012982355983484383,0.010864755321559784,1.1949055085048783,0.023847111305044168
extended,0.0,3,0.1,0.01246764645055659,0.010080355998683205,1.2368260060407004,0.022548002449239796
extended,0.0,3,0.3,0.011013844595614213,0.00828899444709152,1.3287310860909154,0.01930283904270573
extended,0.0,3,1.0,0.007356601959113651,0.0048400659623756516,1.5199383675306086,0.012196667921489303
extended,0.0,3,3.0,0.003012674345883303,0.0016739758582320228,1.7997119428385546,0.004686650204115326
extended,0.0,3,10.0,0.0004799135587435523,0.00022881574371884643,2.097379965409453,0.0007087293024623987
extended,0.0,4,0.001,0.013186862210208873,0.011219409804152796,1.175361488636637,0.02440627201436167
extended,0.0,4,0.003,0.01317302298685586,0.011194351073397784,1.1767562853181752,0.024367374060253646
extended,0.0,4,0.01,0.013124248354627794,0.01110735572661987,1.181581708236161,0.024231604081247665
extended,0.0,4,0.03,0.012982355983484383,0.010864755321559784,1.1949055085048783,0.023847111305044168
extended,0.0,4,0.1,0.01246764645055659,0.010080355998683205,1.2368260060407004,0.022548002449239796
extended,0.0,4,0.3,0.011013844595614213,0.00828899444709152,1.3287310860909154,0.01930283904270573
extended,0.0,4,1.0,0.007356601959113651,0.0048400659623756516,1.5199383675306086,0.012196667921489303
extended,0.0,4,3.0,0.003012674345883303,0.0016739758582320228,1.7997119428385546,0.004686650204115326
extended,0.0,4,10.0,0.0004799135587435523,0.00022881574371884643,2.097379965409453,0.0007087293024623987
extended,0.0,5,0.001,0.013186862210208873,0.011219409804152796,1.175361488636637,0.02440627201436167
extended,0.0,5,0.003,0.01317302298685586,0.011194351073397784,1.1767562853181752,0.024367374060253646
extended,0.0,5,0.01,0.013124248354627794,0.01110735572661987,1.181581708236161,0.024231604081247665
extended,0.0,5,0.03,0.012982355983484383,0.010864755321559784,1.1949055085048783,0.023847111305044168
extended,0.0,5,0.1,0.01246764645055659,0.010080355998683205,1.2368260060407004,0.022548002449239796
extended,0.0,5,0.3,0.011013844595614213,0.00828899444709152,1.3287310860909154,0.01930283904270573
extended,0.0,5,1.0,0.007356601959113651,0.0048400659623756516,1.5199383675306086,0.012196667921489303
extended,0.0,5,3.0,0.003012674345883303,0.0016739758582320228,1.7997119428385546,0.004686650204115326
extended,0.0,5,10.0,0.0004799135587435523,0.00022881574371884643,2.097379965409453,0.0007087293024623987
extended,0.0,6,0.001,0.013186862210208873,0.011219409804152796,1.175361488636637,0.02440627201436167
extended,0.0,6,0.003,0.01317302298685586,0.011194351073397784,1.1767562853181752,0.024367374060253646
extended,0.0,6,0.01,0.013124248354627794,0.01110735572661987,1.181581708236161,0.024231604081247665
extended,0.0,6,0.03,0.012982355983484383,0.010864755321559784,1.1949055085048783,0.023847111305044168
extended,0.0,6,0.1,0.01246764645055659,0.010080355998683205,1.2368260060407004,0.022548002449239796
extended,0.0,6,0.3,0.011013844595614213,0.00828899444709152,1.3287310860909154,0.01930283904270573
extended,0.0,6,1.0,0.007356601959113651,0.0048400659623756516,1.5199383675306086,0.012196667921489303
extended,0.0,6,3.0,0.003012674345883303,0.0016739758582320228,1.7997119428385546,0.004686650204115326
extended,0.0,6,10.0,0.0004799135587435523,0.00022881574371884643,2.097379965409453,0.0007087293024623987
extended,0.0,7,0.001,0.013186862210208873,0.011219409804152796,1.175361488636637,0.02440627201436167
extended,0.0,7,0.003,0.01317302298685586,0.011194351073397784,1.1767562853181752,0.024367374060253646
extended,0.0,7,0.01,0.013124248354627794,0.01110735572661987,1.181581708236161,0.024231604081247665
extended,0.0,7,0.03,0.012982355983484383,0.010864755321559784,1.1949055085048783,0.023847111305044168
extended,0.0,7,0.1,0.01246764645055659,0.010080355998683205,1.2368260060407004,0.022548002449239796
extended,0.0,7,0.3,0.011013844595614213,0.00828899444709152,1.3287310860909154,0.01930283904270573
extended,0.0,7,1.0,0.007356601959113651,0.0048400659623756516,1.5199383675306086,0.012196667921489303
extended,0.0,7,3.0,0.003012674345883303,0.0016739758582320228,1.7997119428385546,0.004686650204115326
extended,0.0,7,10.0,0.0004799135587435523,0.00022881574371884643,2.097379965409453,0.0007087293024623987
extended,0.0,8,0.001,0.013186862210208873,0.011219409804152796,1.175361488636637,0.02440627201436167
extended,0.0,8,0.003,0.01317302298685586,0.011194351073397784,1.1767562853181752,0.024367374060253646
extended,0.0,8,0.01,0.013124248354627794,0.01110735572661987,1.181581708236161,0.024231604081247665
extended,0.0,8,0.03,0.012982355983484383,0.010864755321559784,1.1949055085048783,0.023847111305044168
extended,0.0,8,0.1,0.01246764645055659,0.010080355998683205,1.2368260060407004,0.022548002449239796
extended,0.0,8,0.3,0.011013844595614213,0.00828899444709152,1.3287310860909154,0.01930283904270573
extended,0.0,8,1.0,0.007356601959113651,0.0048400659623756516,1.5199383675306086,0.012196667921489303
extended,0.0,8,3.0,0.003012674345883303,0.0016739758582320228,1.7997119428385546,0.004686650204115326
extended,0.0,8,10.0,0.0004799135587435523,0.00022881574371884643,2.097379965409453,0.0007087293024623987
extended,0.0,9,0.001,0.013186862210208873,0.011219409804152796,1.175361488636637,0.02440627201436167
extended,0.0,9,0.003,0.01317302298685586,0.011194351073397784,1.1767562853181752,0.024367374060253646
extended,0.0,9,0.01,0.013124248354627794,0.01110735572661987,1.181581708236161,0.024231604081247665
extended,0.0,9,0.03,0.012982355983484383,0.010864755321559784,1.1949055085048783,0.023847111305044168
extended,0.0,9,0.1,0.01246764645055659,0.010080355998683205,1.2368260060407004,0.022548002449239796
extended,0.0,9,0.3,0.011013844595614213,0.00828899444709152,1.3287310860909154,0.01930283904270573
extended,0.0,9,1.0,0.007356601959113651,0.0048400659623756516,1.5199383675306086,0.012196667921489303
extended,0.0,9,3.0,0.003012674345883303,0.0016739758582320228,1.7997119428385546,0.004686650204115326
extended,0.0,9,10.0,0.0004799135587435523,0.00022881574371884643,2.097379965409453,0.0007087293024623987
extended,1.0,0,0.001,0.007060433785665453,0.003998510530977363,1.7657659593993598,0.011058944316642817
extended,1.0,0,0.003,0.007060380295411081,0.004000545299855863,1.7648544796882082,0.011060925595266943
extended,1.0,0,0.01,0.007060306405343423,0.004007570804121541,1.761742149713384,0.011067877209464963
extended,1.0,0,0.03,0.007060776953396343,0.004026703352157529,1.7534882344535392,0.011087480305553872
extended,1.0,0,0.1,0.007061706669355453,0.004079553535194235,1.7309998769971362,0.011141260204549688
extended,1.0,0,0.3,0.006960908440148074,0.004090638663855339,1.7016678837836776,0.011051547104003414
extended,1.0,0,1.0,0.005701706513757809,0.0033101612889808456,1.7224860102786115,0.009011867802738655
extended,1.0,0,3.0,0.0027150406546310557,0.001437782599904754,1.888352698747753,0.00415282325453581
extended,1.0,0,10.0,0.0004711715141679524,0.0002228963204565211,2.1138595338365005,0.0006940678346244735
extended,1.0,1,0.001,0.008114074353611027,0.00800037275683249,1.0142120372662913,0.016114447110443516
extended,1.0,1,0.003,0.008106212013704175,0.00797386014282734,1.0165982181138817,0.016080072156531514
extended,1.0,1,0.01,0.008079267842089477,0.007882978631648361,1.024900385829813,0.01596224647373784
extended,1.0,1,0.03,0.008006893179427925,0.007638835158397958,1.0481824797040096,0.015645728337825883
extended,1.0,1,0.1,0.007796745631595122,0.006935715069822223,1.124144454029716,0.014732460701417344
extended,1.0,1,0.3,0.007384430434152226,0.005714294226434385,1.2922734007464123,0.013098724660586612
extended,1.0,1,1.0,0.006052954648677669,0.00389678876763783,1.5533186446730478,0.0099497434163155
extended,1.0,1,3.0,0.002846852883761161,0.0015745075685290899,1.8080909478336833,0.004421360452290251
extended,1.0,1,10.0,0.00047476561886367665,0.00022685746877262517,2.092792533300865,0.0007016230876363018
extended,1.0,2,0.001,0.010683287820087884,0.004913214703112548,2.1743987314752524,0.015596502523200433
extended,1.0,2,0.003,0.010664702185654627,0.004912150470744062,2.17108621712643,0.01557685265639869
extended,1.0,2,0.01,0.010600974081826274,0.004908467959833205,2.159731746527846,0.01550944204165948
extended,1.0,2,0.03,0.0104295681849579,0.004898229771793662,2.1292525399455666,0.01532779795675156
extended,1.0,2,0.1,0.009932003410138559,0.004863071336570794,2.0423314240542894,0.014795074746709352
extended,1.0,2,0.3,0.00900767308347729,0.00472876301497672,1.904868789796345,0.01373643609845401
extended,1.0,2,1.0,0.006913781802481341,0.0037840089805287616,1.8271050191028175,0.010697790783010103
extended,1.0,2,3.0,0.0030394638591134567,0.0015737819432094249,1.9313119395586305,0.004613245802322882
extended,1.0,2,10.0,0.0004813949899758247,0.0002270583778564885,2.120137527627152,0.0007084533678323132
extended,1.0,3,0.001,0.00723269397183347,0.005258374604489435,1.3754619087584519,0.012491068576322904
extended,1.0,3,0.003,0.007243395915441244,0.0052642906467572905,1.3759490879416199,0.012507686562198535
extended,1.0,3,0.01,0.007280102382564245,0.005284279771795719,1.3776905643874735,0.012564382154359965
extended,1.0,3,0.03,0.007378632555727635,0.005335477306387984,1.3829376699832483,0.01271410986211562
extended,1.0,3,0.1,0.00765332261150492,0.005453932759685726,1.4032667704804382,0.013107255371190646
extended,1.0,3,0.3,0.007950365842084452,0.005434691179552698,1.4628919248500727,0.01338505702163715
extended,1.0,3,1.0,0.0066034019276603175,0.0041164766636185585,1.604139283581291,0.010719878591278875
extended,1.0,3,3.0,0.0028932959380210815,0.0015964295004845925,1.812354341566899,0.0044897254385056744
extended,1.0,3,10.0,0.00047498812126253807,0.00022699139986186322,2.092537952799342,0.0007019795211244013
extended,1.0,4,0.001,0.007302220607160688,0.004987486370621383,1.4641083830744999,0.012289706977782072
extended,1.0,4,0.003,0.007297979911027285,0.0049918632518887686,1.4619751265830403,0.012289843162916054
extended,1.0,4,0.01,0.007283452459619107,0.005006544116586004,1.4547864332275084,0.01228999657620511
extended,1.0,4,0.03,0.007244335259993317,0.00504324954090086,1.4364419606456438,0.012287584800894178
extended,1.0,4,0.1,0.0071257101162960895,0.005118711835380063,1.3920904993423833,0.012244421951676153
extended,1.0,4,0.3,0.0068173845609419215,0.005034978130861702,1.3540048004977465,0.011852362691803623
extended,1.0,4,1.0,0.005492690619132834,0.0038097449168509197,1.4417476071419673,0.009302435535983753
extended,1.0,4,3.0,0.0026500773107678197,0.0015343028383753077,1.7272191921686075,0.004184380149143127
extended,1.0,4,10.0,0.0004671863014041198,0.0002250850967812344,2.0755985447698957,0.0006922713981853542
extended,1.0,5,0.001,0.005023573212372618,0.003703974798905886,1.3562654941659595,0.008727548011278504
extended,1.0,5,0.003,0.005030234994874896,0.003707102257056763,1.356918327230528,0.008737337251931659
extended,1.0,5,0.01,0.0050531449781453415,0.0037177470198674267,1.3591954884994673,0.008770891998012769
extended,1.0,5,0.03,0.0051152343499672875,0.0037456605119586483,1.3656428104657117,0.008860894861925936
extended,1.0,5,0.1,0.00529722303962508,0.0038171899598441403,1.3877284321615586,0.009114412999469221
extended,1.0,5,0.3,0.005587616824360331,0.0038578528757333874,1.4483747833047511,0.009445469700093719
extended,1.0,5,1.0,0.005255362601303651,0.003240219645246662,1.6219155412477202,0.008495582246550313
extended,1.0,5,3.0,0.0027356712759687893,0.0014558251331491068,1.8791207898520865,0.004191496409117896
extended,1.0,5,10.0,0.00047328643782523723,0.00022363647744695143,2.116320383472256,0.0006969229152721887
extended,1.0,6,0.001,0.005932540985907526,0.003382831828691723,1.7537203398160521,0.009315372814599248
extended,1.0,6,0.003,0.0059488114649628625,0.0033882418116209794,1.755722228208131,0.009337053276583842
extended,1.0,6,0.01,0.006004801736806386,0.0034068376280692687,1.7625735038176351,0.009411639364875653
extended,1.0,6,0.03,0.0061567722214440086,0.0034571452227238485,1.78088330776347,0.009613917444167857
extended,1.0,6,0.1,0.006602653371046968,0.0036031448670834,1.8324695822066903,0.010205798238130368
extended,1.0,6,0.3,0.0073011823645426225,0.0038166250305447353,1.912994413702609,0.011117807395087357
extended,1.0,6,1.0,0.006719545772204013,0.003385008292557659,1.985089899186551,0.010104554064761672
extended,1.0,6,3.0,0.003074841646663627,0.0014956826692100334,2.05581150862157,0.004570524315873661
extended,1.0,6,10.0,0.0004835366190818822,0.000224685873285253,2.1520561567123786,0.0007082224923671352
extended,1.0,7,0.001,0.00419811048612102,0.003485201045490167,1.204553318480379,0.007683311531611187
extended,1.0,7,0.003,0.0042092359496209725,0.003492703019240827,1.2051514042928102,0.0077019389688618
extended,1.0,7,0.01,0.00424768048705809,0.003518427617829799,1.2072666961586764,0.007766108104887889
extended,1.0,7,0.03,0.004353285402812314,0.003587525633364794,1.2134506750592473,0.007940811036177109
extended,1.0,7,0.1,0.004674351672416109,0.0037835973226307724,1.2354252507850283,0.008457948995046882
extended,1.0,7,0.3,0.005228303078790758,0.004054603872380572,1.2894732117028243,0.00928290695117133
extended,1.0,7,1.0,0.005030538780256864,0.003548872888507179,1.4175032290196898,0.008579411668764043
extended,1.0,7,3.0,0.002597948476296652,0.0015094468931239524,1.7211261200444157,0.004107395369420604
extended,1.0,7,10.0,0.0004669492315347182,0.0002242263785813758,2.0824901709000474,0.000691175610116094
extended,1.0,8,0.001,0.004828432158465194,0.004608258688571756,1.0477780184935535,0.009436690847036949
extended,1.0,8,0.003,0.004836732851787259,0.0046122560918172295,1.0486696216456002,0.009448988943604488
extended,1.0,8,0.01,0.004865323620080736,0.00462587952624413,1.0517618522977952,0.009491203146324866
extended,1.0,8,0.03,0.004943076651719593,0.0046616959310400415,1.0603601615767362,0.009604772582759633
extended,1.0,8,0.1,0.005170763735276015,0.004752723891214407,1.087957948440138,0.009923487626490422
extended,1.0,8,0.3,0.0054999361093674495,0.004776259659598579,1.1515153069961395,0.010276195768966028
extended,1.0,8,1.0,0.004949679290181602,0.0037681249680554846,1.3135655878797154,0.008717804258237087
extended,1.0,8,3.0,0.0025297984476398278,0.0015224050084014019,1.6617118519824927,0.00405220345604123
extended,1.0,8,10.0,0.0004633664157257117,0.00022445196995258756,2.064434603800345,0.0006878183856782993
extended,1.0,9,0.001,0.004530837350203688,0.004888389404029952,0.9268568795975302,0.00941922675423364
extended,1.0,9,0.003,0.0045349160341281005,0.0048922849639687445,0.926952552151073,0.009427200998096845
extended,1.0,9,0.01,0.0045490736634392825,0.004905489494301401,0.9273434726129772,0.009454563157740684
extended,1.0,9,0.03,0.004588462474738398,0.004939631530951312,0.9289078436435132,0.00952809400568971
extended,1.0,9,0.1,0.004712412307749311,0.00502106549166885,0.9385283491382065,0.009733477799418161
extended,1.0,9,0.3,0.004934264496293703,0.00501083159230524,0.9847196826343485,0.009945096088598943
extended,1.0,9,1.0,0.004636345280488887,0.003944798607246226,1.1753059511826658,0.008581143887735114
extended,1.0,9,3.0,0.0025078267466918333,0.0015863358259860477,1.5808927113854376,0.004094162572677881
extended,1.0,9,10.0,0.0004642355868349299,0.00022675905615410729,2.0472637021039986,0.0006909946429890371
extended,2.0,0,0.001,0.004938233421163807,0.004174275205295205,1.1830157757007682,0.009112508626459011
extended,2.0,0,0.003,0.004944319773251967,0.004171041439985938,1.18539214802988,0.009115361213237905
extended,2.0,0,0.01,0.00496503844716959,0.004159871673139179,1.1935556757762311,0.00912491012030877
extended,2.0,0,0.03,0.005019489948125499,0.004129141222164316,1.2156256414690694,0.009148631170289814
extended,2.0,0,0.1,0.005163286693414932,0.004032439354653864,1.2804375312366474,0.009195726048068797
extended,2.0,0,0.3,0.005316127503202949,0.0038013045163988097,1.3985008248801694,0.00911743201960176
extended,2.0,0,1.0,0.004789447155530906,0.003021984937834357,1.584867976667778,0.0078114320933652635
extended,2.0,0,3.0,0.0025724772730693125,0.0013894462793547172,1.8514406130279284,0.003961923552424029
extended,2.0,0,10.0,0.0004693467752180598,0.00022242164840372258,2.1101667777228728,0.0006917684236217823
extended,2.0,1,0.001,0.0047524786621741776,0.0033042503147812223,1.4382925650263731,0.0080567289769554
extended,2.0,1,0.003,0.004748064036482217,0.0033014576106304826,1.438172042480746,0.0080495216471127
extended,2.0,1,0.01,0.004733397912195231,0.003292109437469224,1.4378008995946934,0.008025507349664455
extended,2.0,1,0.03,0.00469772029961839,0.003268736914765294,1.4371668386528853,0.007966457214383684
extended,2.0,1,0.1,0.00462875821564204,0.0032155909360101413,1.4394735855132939,0.00784434915165218
extended,2.0,1,0.3,0.004641377373089203,0.003155081686198418,1.4710799380952175,0.007796459059287621
extended,2.0,1,1.0,0.004423507548368364,0.0027305488336689158,1.6200067518311654,0.007154056382037279
extended,2.0,1,3.0,0.0024674902342646503,0.0013145450991586033,1.8770677658506667,0.003782035333423254
extended,2.0,1,10.0,0.0004634169737938988,0.00021874490977000767,2.1185268821231857,0.0006821618835639064
extended,2.0,2,0.001,0.008514059181301105,0.003357106988787793,2.536129830595387,0.011871166170088899
extended,2.0,2,0.003,0.008500374712840814,0.0033610293642108656,2.529098615092735,0.01186140407705168
extended,2.0,2,0.01,0.008452751560152492,0.0033741782558969224,2.5051289281693436,0.011826929816049414
extended,2.0,2,0.03,0.008319086258051054,0.003407022041627482,2.441747119321661,0.011726108299678536
extended,2.0,2,0.1,0.007880626771344226,0.0034752657040193462,2.2676328776709624,0.011355892475363573
extended,2.0,2,0.3,0.006865360470312879,0.003423675823724092,2.005260083543729,0.010289036294036972
extended,2.0,2,1.0,0.004802111946549291,0.0026249142575389822,1.8294357352541217,0.007427026204088273
extended,2.0,2,3.0,0.0022742301425076037,0.0012247871235553964,1.8568370755311134,0.003499017266063
extended,2.0,2,10.0,0.000445367958331904,0.00021489578505792817,2.072483441866323,0.0006602637433898322
extended,2.0,3,0.001,0.0044251676359290965,0.001469291358526569,3.0117699986713062,0.005894458994455665
extended,2.0,3,0.003,0.004425177324285161,0.0014722762205629622,3.0056705796602565,0.005897453544848124
extended,2.0,3,0.01,0.004425588549097416,0.001482606810689033,2.985004867241669,0.0059081953597864495
extended,2.0,3,0.03,0.004429641261945208,0.001511125199903769,2.9313529145671997,0.005940766461848978
extended,2.0,3,0.1,0.004466062958878506,0.0015995220291155012,2.792123443623976,0.006065584987994007
extended,2.0,3,0.3,0.004598861921590971,0.0017672006166125841,2.6023428668805275,0.006366062538203555
extended,2.0,3,1.0,0.004347608749559079,0.0018242053407442524,2.383289123252989,0.006171814090303332
extended,2.0,3,3.0,0.0023913588996685073,0.0011145317701857541,2.1456175243208477,0.0035058906698542617
extended,2.0,3,10.0,0.00045722099495113205,0.00021370960818249712,2.139449867042191,0.0006709306031336291
extended,2.0,4,0.001,0.0026223094690391506,0.007795096478077967,0.3364050048742087,0.010417405947117117
extended,2.0,4,0.003,0.002634084641357629,0.0077663884398659075,0.33916467884832496,0.010400473081223537
extended,2.0,4,0.01,0.0026747688437574724,0.007667584532843279,0.348841128774198,0.010342353376600751
extended,2.0,4,0.03,0.0027865123817481614,0.007398978331099691,0.3766077229418513,0.010185490712847852
extended,2.0,4,0.1,0.0031271548393070527,0.006596073562315319,0.474093384388406,0.009723228401622371
extended,2.0,4,0.3,0.003739132681375231,0.005080639430856523,0.7359571037319036,0.008819772112231753
extended,2.0,4,1.0,0.0038940798830031007,0.00298027719041892,1.3066166778765689,0.006874357073422021
extended,2.0,4,3.0,0.0022344990415460713,0.0012768696298680394,1.7499821340625181,0.003511368671414111
extended,2.0,4,10.0,0.00044794620414652527,0.00021622204941923316,2.0716952932321284,0.0006641682535657584
