InfoPerCost_mean,InfoPerCost_std,P_sink_D_end_mean,P_sink_D_end_std,P_sink_T_end_mean,P_sink_T_end_std,Selectivity_end_mean,Selectivity_end_std,Utility_mean,Utility_std,coverage_end_mean,coverage_end_std,epsilon,kappa,mode,n_trials,precision_end_mean,precision_end_std,throughput_correct_end_mean,throughput_correct_end_std,throughput_net_end_mean,throughput_net_end_std,throughput_total_end_mean,throughput_total_end_std
0.05718295795705023,0.0,0.011219409804152796,0.0,0.013186862210208875,1.828559098217032e-18,1.175361488636637,0.0,0.001967452406056078,4.57139774554258e-19,0.024406272014361675,3.657118196434064e-18,0.0,0.001,extended,10,0.5403062869433387,0.0,0.0013186862210208873,0.0,0.00019674524060560774,0.0,0.002440627201436167,0.0
0.05757413731957014,7.314236392868128e-18,0.011194351073397783,1.828559098217032e-18,0.013173022986855859,1.828559098217032e-18,1.1767562853181752,0.0,0.0019786719134580757,4.57139774554258e-19,0.024367374060253643,3.657118196434064e-18,0.0,0.003,extended,10,0.5406008441567273,0.0,0.001317302298685586,0.0,0.00019786719134580761,0.0,0.002436737406025365,0.0
0.05891902182617244,7.314236392868128e-18,0.011107355726619871,1.828559098217032e-18,0.013124248354627794,0.0,1.181581708236161,0.0,0.002016892628007924,4.57139774554258e-19,0.024231604081247665,0.0,0.0,0.01,extended,10,0.5416169854303775,0.0,0.0013124248354627797,2.28569887277129e-19,0.00020168926280079245,0.0,0.0024231604081247663,0.0
0.0625637042653332,0.0,0.010864755321559784,0.0,0.012982355983484383,0.0,1.194905508504878,2.340555645717801e-16,0.002117600661924599,0.0,0.023847111305044168,0.0,0.0,0.03,extended,10,0.5443995214941754,0.0,0.0012982355983484383,0.0,0.00021176006619245993,0.0,0.0023847111305044166,0.0
0.07334675778018884,0.0,0.010080355998683205,0.0,0.01246764645055659,0.0,1.2368260060407006,2.340555645717801e-16,0.002387290451873385,4.57139774554258e-19,0.022548002449239796,0.0,0.0,0.1,extended,10,0.5529379588557272,0.0,0.0012467646450556589,0.0,0.0002387290451873384,2.8571235909641123e-20,0.002254800244923979,4.57139774554258e-19
0.09298928832634674,1.4628472785736255e-17,0.008288994447091521,1.828559098217032e-18,0.011013844595614214,1.828559098217032e-18,1.3287310860909154,0.0,0.0027248501485226937,4.57139774554258e-19,0.019302839042705734,3.657118196434064e-18,0.0,0.3,extended,10,0.5705815901612767,0.0,0.001101384459561421,2.28569887277129e-19,0.0002724850148522693,0.0,0.001930283904270573,0.0
0.11337449411952778,1.4628472785736255e-17,0.004840065962375651,9.14279549108516e-19,0.007356601959113651,0.0,1.5199383675306086,0.0,0.0025165359967379993,4.57139774554258e-19,0.012196667921489301,1.828559098217032e-18,0.0,1.0,extended,10,0.6031648976973505,0.0,0.0007356601959113651,0.0,0.0002516535996738,0.0,0.0012196667921489305,2.28569887277129e-19
0.09115070278423089,0.0,0.0016739758582320226,2.28569887277129e-19,0.0030126743458833024,4.57139774554258e-19,1.7997119428385548,2.340555645717801e-16,0.00133869848765128,0.0,0.004686650204115325,9.14279549108516e-19,0.0,3.0,extended,10,0.6428203972291098,1.1702778228589004e-16,0.0003012674345883303,0.0,0.000133869848765128,0.0,0.0004686650204115326,0.0
0.02344795614237514,0.0,0.0002288157437188464,2.8571235909641123e-20,0.00047991355874355235,5.714247181928225e-20,2.097379965409453,0.0,0.00025109781502470586,0.0,0.0007087293024623987,0.0,0.0,10.0,extended,10,0.6771464889008365,0.0,4.799135587435522e-05,7.142808977410281e-21,2.5109781502470586e-05,0.0,7.087293024623987e-05,0.0
0.08025039860762424,0.0749423258029706,0.004722661473172271,0.0013360782260763199,0.0064906204731428555,0.002001971787809881,1.408312107052733,0.3943329816537402,0.0017679589999705866,0.0018137776293340273,0.011213281946315126,0.0028803129764126867,1.0,0.001,extended,10,0.5751680908505399,0.06591217762152497,0.0006490620473142857,0.0002001971787809881,0.00017679589999705864,0.00018137776293340271,0.0011213281946315127,0.00028803129764126863
0.08033195241923621,0.07472435677679877,0.0047235297955777866,0.0013274566528544839,0.00649326016166125,0.0019935248815476144,1.4083877262981324,0.39327297943677725,0.0017697303660834634,0.001806969638611743,0.011216789957239038,0.002864860548482153,1.0,0.003,extended,10,0.5752297463701092,0.06575200906064849,0.0006493260161661251,0.00019935248815476143,0.00017697303660834632,0.00018069696386117433,0.0011216789957239036,0.00028648605484821535
0.08062020029104949,0.07397947879088936,0.004726422257029686,0.0012980140279139232,0.006502412765697236,0.0019646360215455033,1.4086992293072575,0.38964893159319736,0.0017759905086675506,0.0017837982996524646,0.01122883502272692,0.002811998195907657,1.0,0.01,extended,10,0.5754493592222725,0.06520194625020195,0.0006502412765697236,0.00019646360215455028,0.00017759905086675505,0.00017837982996524648,0.001122883502272692,0.0002811998195907657
0.08146365590527054,0.07199628694504222,0.004733415395967664,0.0012198270742027235,0.006527703723418472,0.0018875854638019309,1.4099547683240685,0.3799858378713276,0.0017942883274508087,0.0017228507039030218,0.011261119119386136,0.0026708986128809744,1.0,0.03,extended,10,0.5761057317201574,0.06371592127796517,0.0006527703723418472,0.0001887585463801931,0.00017942883274508082,0.00017228507039030217,0.0011261119119386136,0.00026708986128809746
0.08451896885389554,0.06642780240783364,0.004742870606909461,0.00100351741075071,0.006602689256500363,0.0016714753009924215,1.4174942587635584,0.3527434235494792,0.0018598186495909017,0.0015583397015907759,0.011345559863409824,0.002274495795876748,1.0,0.1,extended,10,0.5786224844224239,0.05935422680280747,0.0006602689256500363,0.00016714753009924218,0.00018598186495909019,0.0001558339701590776,0.0011345559863409822,0.00022744957958767482
0.09247383133770136,0.05691996485479347,0.004651953824624336,0.0006698564975804229,0.006667206523415884,0.0013229175102402908,1.4502784198014926,0.307356963759772,0.0020152526987915467,0.0013026210879237214,0.01131916034804022,0.0016434157215380965,1.0,0.3,extended,10,0.5861382342742643,0.0512794492627494,0.0006667206523415883,0.00013229175102402906,0.00020152526987915467,0.00013026210879237213,0.0011319160348040218,0.00016434157215380966
0.10472017948330599,0.03919311367974085,0.0036804205019230125,0.00029390952174208115,0.005735600723614499,0.000804430862986271,1.5662176773294074,0.2419587802324018,0.0020551802216914866,0.0008295277387285649,0.009416021225537512,0.0008825346289358082,1.0,1.0,extended,10,0.6071788537862537,0.03722761201534766,0.0005735600723614498,8.04430862986271e-05,0.00020551802216914862,8.29527738728565e-05,0.000941602122553751,8.825346289358079e-05
0.08597298926507621,0.012995901192453127,0.001528649998037371,5.492260053089263e-05,0.0027590817239555305,0.00020001920383101038,1.8065992101761577,0.13951543138608374,0.0012304317259181595,0.00020172564070271588,0.004287731721992902,0.00021296740075329236,1.0,3.0,extended,10,0.6429046680671519,0.017734451615092777,0.000275908172395553,2.0001920383101032e-05,0.00012304317259181593,2.0172564070271587e-05,0.00042877317219929017,2.129674007532925e-05
0.023072959079587146,0.0006108785039891815,0.00022526484191490075,1.5396628298735277e-06,0.00047208808366765913,6.861385526368148e-06,2.095749110932278,0.030639070675089912,0.0002468232417527583,6.689835205805137e-06,0.0006973529255825597,7.3582913003948975e-06,1.0,10.0,extended,10,0.6769479820824403,0.003191481476779431,4.7208808366765906e-05,6.861385526368137e-07,2.4682324175275835e-05,6.689835205805137e-07,6.973529255825598e-05,7.358291300394894e-07
0.07699991481414024,0.1448067761482769,0.0035796061157027945,0.0017788484520548048,0.005031554647783995,0.0020801382696700958,1.686524711470435,0.8646172123295341,0.0014519485320812022,0.0029496787304757275,0.00861116076348679,0.0025063817465874683,2.0,0.001,extended,10,0.5874309448800876,0.14854301253911778,0.0005031554647783996,0.00020801382696700958,0.00014519485320812022,0.00029496787304757275,0.0008611160763486791,0.0002506381746587469
0.07720907680684745,0.14419065761858033,0.003578053327131527,0.0017699196311614378,0.005034502596229683,0.0020748444121003644,1.6855637845597262,0.8606871631716059,0.001456449269098156,0.002936492957644047,0.008612555923361211,0.002500439717349012,2.0,0.003,extended,10,0.5876105754670521,0.1479412766351586,0.0005034502596229683,0.0002074844412100364,0.00014564492690981556,0.0002936492957644047,0.0008612555923361211,0.0002500439717349012
0.07792837624254993,0.14206310769092012,0.003572601336588338,0.0017393131390182495,0.0050444433142700345,0.002056448404550266,1.6823684279385076,0.8473638134193388,0.0014718419776816969,0.0028910462943831,0.008617044650858375,0.0024799660876736697,2.0,0.01,extended,10,0.5882309747838786,0.1458632863861168,0.0005044443314270034,0.0002056448404550266,0.0001471841977681697,0.00028910462943831,0.0008617044650858373,0.000247996608767367
0.07987964888742491,0.13622533546935137,0.0035568679325893157,0.0016570789626953292,0.005069774410614146,0.0020049576467503836,1.6745406580716753,0.8126662641795187,0.0015129064780248298,0.0027669880835916355,0.008626642343203463,0.002423903598124813,2.0,0.03,extended,10,0.5899367125418092,0.14015928301702466,0.0005069774410614146,0.00020049576467503835,0.00015129064780248298,0.0002766988083591636,0.0008626642343203463,0.0002423903598124813
0.08567798614672113,0.11835926230030239,0.003499771384337754,0.0014197620342025416,0.005128012293584534,0.0018356070948868017,1.6583088963059975,0.7205551054662405,0.0016282409092467794,0.002392010159344992,0.008627783677922288,0.002246918485106603,2.0,0.1,extended,10,0.5952571548841357,0.12265643437147822,0.0005128012293584534,0.0001835607094886802,0.00016282409092467797,0.00023920101593449925,0.0008627783677922288,0.00022469184851066034
0.09634324436535634,0.08382137565991289,0.0033195721467884484,0.0010046037678556813,0.0051253168852021,0.0014329004732600704,1.6563651297776718,0.5768429761862733,0.0018057447384136518,0.001674772668581469,0.00844488903199055,0.0018220871279634341,2.0,0.3,extended,10,0.6067310245353819,0.08859608536668694,0.00051253168852021,0.00014329004732600704,0.00018057447384136523,0.0001674772668581469,0.0008444889031990548,0.0001822087127963434
0.10590473685495445,0.039801499802028927,0.0026249677245017617,0.0004692136435910711,0.0044407844605798335,0.0007006801090531796,1.7322509029692081,0.3667447536410147,0.0018158167360780727,0.0007349224934406944,0.007065752185081595,0.0009392108633019961,2.0,1.0,extended,10,0.6284750201170244,0.04607441810845915,0.00044407844605798345,7.006801090531797e-05,0.00018158167360780728,7.349224934406943e-05,0.0007065752185081597,9.392108633019962e-05
0.08187393191790522,0.011425871899076909,0.0012608330782805217,0.00010327003634913332,0.0023788415596854113,0.00018862737412624007,1.893398414170581,0.16151312358893907,0.0011180084814048899,0.0001692027448308548,0.0036396746379659334,0.0002527061623631848,2.0,3.0,extended,10,0.6534543013108897,0.01855842782503022,0.00023788415596854117,1.8862737412624005e-05,0.00011180084814048899,1.6920274483085485e-05,0.0003639674637965933,2.527061623631849e-05
0.02248794504435874,0.0006967386041566465,0.00021685095170147797,3.8595835267485146e-06,0.00045688805504564157,9.873002737842578e-06,2.1070148498163244,0.03301546115983636,0.0002400371033441636,7.680122882944483e-06,0.0006737390067471196,1.2874814508398295e-05,2.0,10.0,extended,10,0.6781151752407265,0.0033970236009417034,4.568880550456416e-05,9.873002737842584e-07,2.4003710334416362e-05,7.680122882944478e-07,6.737390067471194e-05,1.2874814508398298e-06
0.14346371816331474,0.16315044997518474,0.0024518191828035124,0.0014274321555292344,0.005452018346336025,0.003922033581314462,3.524484142499162,4.945087011866885,0.0030001991635325125,0.0038199318468958186,0.007903837529139538,0.0044997711751005144,3.0,0.001,extended,10,0.6586018562901143,0.16084372844992603,0.0005452018346336025,0.0003922033581314462,0.00030001991635325126,0.0003819931846895819,0.0007903837529139538,0.0004499771175100514
0.14340878659334363,0.16272635048334935,0.002453060771585721,0.0014245344769932744,0.0054491313271868526,0.003909089420633593,3.5125878451395978,4.914730094689119,0.002996070555601132,0.0038076205932067366,0.007902192098772574,0.004485820166646446,3.0,0.003,extended,10,0.6586176738702293,0.16040252437191815,0.0005449131327186854,0.0003909089420633594,0.00029960705556011317,0.0003807620593206737,0.0007902192098772574,0.00044858201666464465
0.14321917146677662,0.16126129503710143,0.00245716684721237,0.001414461196023858,0.005438998251631195,0.003864284437811156,3.4721609815518617,4.811269901621648,0.002981831404418825,0.0037650311892380604,0.007896165098843565,0.004437491355123759,3.0,0.01,extended,10,0.6586693586974058,0.15889621273166096,0.0005438998251631195,0.00038642844378111566,0.0002981831404418825,0.00037650311892380606,0.0007896165098843566,0.00044374913551237585
0.14269787936331646,0.157232584994614,0.00246696013744937,0.0013862441187805388,0.00540981011343585,0.0037404187482916514,3.366145999281079,4.537733663772828,0.002942849975986481,0.003647481697052871,0.007876770250885219,0.004303566847222772,3.0,0.03,extended,10,0.658790249370292,0.15488530027180453,0.000540981011343585,0.00037404187482916514,0.000294284997598648,0.00036474816970528707,0.000787677025088522,0.00043035668472227715
0.14104277003980223,0.14469525343614814,0.0024824718681620535,0.0012933467865256074,0.005305238783394481,0.0033506700167663895,3.0795945366593314,3.781417185366395,0.0028227669152324276,0.0032790896558179687,0.007787710651556534,0.003879051684633034,3.0,0.1,extended,10,0.6590299470041119,0.14336287875499815,0.000530523878339448,0.00033506700167663895,0.0002822766915232428,0.0003279089655817969,0.0007787710651556534,0.0003879051684633034
0.13679421690800236,0.11785306047433466,0.0024312697525271437,0.0010688067352050167,0.004995004977206752,0.002523684918398159,2.638119659515405,2.5575720823763355,0.002563735224679608,0.002498536097728689,0.007426274729733895,0.0029631038080847856,3.0,0.3,extended,10,0.6594048740868719,0.12135694010880448,0.0004995004977206752,0.0002523684918398159,0.0002563735224679608,0.0002498536097728689,0.0007426274729733894,0.0002963103808084786
0.12110014811287924,0.06856689216086083,0.0019938139347069187,0.0006006984618928271,0.003972822880312676,0.0012165148158664902,2.2046333339431126,1.2079552889791494,0.0019790089456057586,0.0012218527894628747,0.005966636815019596,0.0014793815057543372,3.0,1.0,extended,10,0.6613629805659368,0.08302293632258766,0.00039728228803126767,0.00012165148158664901,0.00019790089456057586,0.00012218527894628745,0.0005966636815019597,0.00014793815057543373
0.0814136302672489,0.023824618644457018,0.0010397655226074992,0.00017419708449640218,0.0021155399905523043,0.0003386081917479791,2.083379306135283,0.4948446485080494,0.001075774467944805,0.0003315139038952807,0.0031553055131598035,0.0004243804838301078,3.0,3.0,extended,10,0.6693389983921385,0.04433174552984563,0.00021155399905523037,3.386081917479791e-05,0.00010757744679448051,3.3151390389528065e-05,0.00031553055131598035,4.243804838301078e-05
0.022130886829812162,0.0017588386590325225,0.0002052857955284552,9.384124478760651e-06,0.00044092191011628425,2.025790703675004e-05,2.1506314768675643,0.11762523603197951,0.00023563611458782909,1.9071158028251506e-05,0.0006462077056447394,2.516307037995208e-05,3.0,10.0,extended,10,0.6822179184297483,0.011477301603200268,4.409219101162843e-05,2.0257907036750035e-06,2.356361145878291e-05,1.907115802825151e-06,6.462077056447395e-05,2.516307037995207e-06
-0.003591933135986371,0.11932731272534639,0.0020242246153466927,0.0011816153721720738,0.0020099069622200837,0.0014209424487841924,1.3613682518292856,1.2487612727293895,-1.4317653126609108e-05,0.0018070976905605928,0.0040341315775667755,0.0018881161505031685,5.0,0.001,extended,10,0.48471244842436567,0.2065563421965647,0.00020099069622200833,0.00014209424487841922,-1.4317653126609093e-06,0.00018070976905605927,0.00040341315775667755,0.00018881161505031685
-0.0032296182186111085,0.11904516839121138,0.002021420873220981,0.0011741683756029168,0.0020127629159421554,0.0014186976756539096,1.3624471617007246,1.2474695424035578,-8.657957278825372e-06,0.001802131348175704,0.004034183789163136,0.0018801785931836406,5.0,0.003,extended,10,0.48528335735911127,0.20598231847526643,0.00020127629159421553,0.00014186976756539092,-8.657957278825411e-07,0.00018021313481757041,0.0004034183789163136,0.00018801785931836406
-0.0019779650869608547,0.11806868079672556,0.0020117194975025473,0.0011486103299165596,0.0020225524661751947,0.001410886669731435,1.366231705895424,1.2430009887785969,1.0832968672647571e-05,0.001785039030787977,0.0040342719636777425,0.0018529569418087662,5.0,0.01,extended,10,0.48725988071882814,0.2040038118339239,0.00020225524661751946,0.0001410886669731435,1.0832968672647554e-06,0.0001785039030787977,0.0004034271963677742,0.0001852956941808766
0.001461159804257812,0.11537169585714278,0.0019849222859032742,0.0010797457481433147,0.0020488244122952547,0.0013889629069231053,1.377074795079984,1.2305943050984356,6.39021263919806e-05,0.0017385764092711455,0.004033746698198529,0.0017797442917479888,5.0,0.03,extended,10,0.4927263690836902,0.1985984800722996,0.00020488244122952547,0.00013889629069231053,6.390212639198058e-06,0.00017385764092711452,0.000403374669819853,0.00017797442917479888
0.012045582545720088,0.10694579826871942,0.0019005826182143522,0.0008808827018247084,0.002123387260628024,0.001316794856564242,1.414369654362772,1.1894023305991692,0.0002228046424136718,0.0015996645013629724,0.004023969878842376,0.0015687190763088322,5.0,0.1,extended,10,0.5099374729867562,0.1821036670857593,0.00021233872606280245,0.00013167948565642425,2.2280464241367174e-05,0.00015996645013629723,0.0004023969878842376,0.00015687190763088323
0.03292210271930238,0.08942169402800887,0.001715905573927263,0.0005547155347594909,0.002232131762360497,0.0011453435241182044,1.5079153293687892,1.0809096566865237,0.0005162261884332337,0.0013313062202268168,0.0039480373362877595,0.0012110598554453938,5.0,0.3,extended,10,0.5465760208456553,0.14856170369917301,0.00022321317623604967,0.00011453435241182044,5.162261884332337e-05,0.00013313062202268167,0.00039480373362877594,0.00012110598554453938
0.05843384674862899,0.05736569932372353,0.0013234585362599774,0.00026930429451557864,0.0021401516936242733,0.0007636443499819353,1.7108609770863705,0.8167859546720676,0.0008166931573642961,0.0008423245995178571,0.0034636102298842507,0.0007757862216195991,5.0,1.0,extended,10,0.6065694619497188,0.09353651122046407,0.00021401516936242734,7.636443499819354e-05,8.166931573642962e-05,8.423245995178571e-05,0.00034636102298842513,7.75786221619599e-05
0.05473122875366918,0.02206519327744309,0.0007388364698533136,9.320594915415549e-05,0.0014081670742621165,0.00027563966537825016,1.9353578110357987,0.47033618688773715,0.0006693306044088032,0.00028718682856888634,0.0021470035441154304,0.00029470811606005444,5.0,3.0,extended,10,0.6525458691007053,0.04749512442275299,0.0001408167074262117,2.756396653782502e-05,6.693306044088032e-05,2.8718682856888637e-05,0.000214700354411543,2.9470811606005442e-05
0.019243085207940686,0.002032469737644921,0.0001819612091815978,8.483241743397806e-06,0.0003853360916185016,2.0111945671407052e-05,2.1220358755640993,0.15275737484254825,0.0002033748824369038,2.1802285835930644e-05,0.0005672973008000994,2.1853416910439652e-05,5.0,10.0,extended,10,0.6790365630155455,0.01498911784493219,3.8533609161850166e-05,2.0111945671407047e-06,2.033748824369038e-05,2.180228583593065e-06,5.672973008000995e-05,2.185341691043964e-06
