trial,T_env,recall,leakage,selectivity,t_end,p_in,p_out,epsilon,N,seed
50,0.1,0.6248267201516357,0.37517316153288166,1.6654355487442654,100.0,0.3,0.02,3.0,150,1
50,1.0,0.2852360034170868,0.6942277613162416,0.4108680454902656,100.0,0.3,0.02,3.0,150,1
50,inf,0.26666666666665284,0.6666666666666319,0.40000000000000013,100.0,0.3,0.02,3.0,150,1
51,0.1,0.6256105062924628,0.2040468161584549,3.0660145454396006,100.0,0.3,0.02,3.0,150,1
51,1.0,0.2829414451316283,0.6796955184373471,0.41627675548328513,100.0,0.3,0.02,3.0,150,1
51,inf,0.26666666666666816,0.6666666666666705,0.3999999999999999,100.0,0.3,0.02,3.0,150,1
52,0.1,0.422268791327878,0.575461545812662,0.7337915007536316,100.0,0.3,0.02,3.0,150,1
52,1.0,0.24311198228293912,0.7197949768416166,0.3377517072287563,100.0,0.3,0.02,3.0,150,1
52,inf,0.26666666666666494,0.6666666666666624,0.39999999999999997,100.0,0.3,0.02,3.0,150,1
53,0.1,0.32949389100978604,0.6381043461202692,0.5163636527679807,100.0,0.3,0.02,3.0,150,1
53,1.0,0.2932380912534159,0.6478192846537458,0.45265415556461747,100.0,0.3,0.02,3.0,150,1
53,inf,0.26666666666665867,0.6666666666666468,0.39999999999999997,100.0,0.3,0.02,3.0,150,1
54,0.1,0.7994196583350235,0.1740967562010142,4.591812482778278,100.0,0.3,0.02,3.0,150,1
54,1.0,0.2745579237816066,0.6602836740980845,0.415818131739573,100.0,0.3,0.02,3.0,150,1
54,inf,0.26666666666666994,0.6666666666666748,0.4,100.0,0.3,0.02,3.0,150,1
55,0.1,0.5606721700783959,0.43887672101952163,1.2775163120430273,100.0,0.3,0.02,3.0,150,1
55,1.0,0.2737617207449576,0.6871135763782399,0.39842280833388477,100.0,0.3,0.02,3.0,150,1
55,inf,0.26666666666666905,0.6666666666666724,0.40000000000000013,100.0,0.3,0.02,3.0,150,1
56,0.1,0.7218884264242239,0.19727729778091785,3.659257474349136,100.0,0.3,0.02,3.0,150,1
56,1.0,0.2739094825586442,0.6856387764536389,0.39949532022590506,100.0,0.3,0.02,3.0,150,1
56,inf,0.2666666666666694,0.6666666666666735,0.39999999999999997,100.0,0.3,0.02,3.0,150,1
57,0.1,0.7675656272757715,0.10833232327427907,7.085287235393499,100.0,0.3,0.02,3.0,150,1
57,1.0,0.2868386511268707,0.6378583027631766,0.4496902366627465,100.0,0.3,0.02,3.0,150,1
57,inf,0.2666666666666635,0.6666666666666586,0.4000000000000001,100.0,0.3,0.02,3.0,150,1
58,0.1,0.8266209878990103,0.17305191172107437,4.776722658986632,100.0,0.3,0.02,3.0,150,1
58,1.0,0.4269920524666953,0.5024170299429999,0.8498757546398026,100.0,0.3,0.02,3.0,150,1
58,inf,0.2666666666666665,0.6666666666666665,0.39999999999999986,100.0,0.3,0.02,3.0,150,1
59,0.1,0.1634475324276897,0.22040230118405146,0.7415872318465472,100.0,0.3,0.02,3.0,150,1
59,1.0,0.29314388639292505,0.611226701699156,0.479599280558279,100.0,0.3,0.02,3.0,150,1
59,inf,0.2666666666666635,0.6666666666666586,0.4000000000000001,100.0,0.3,0.02,3.0,150,1
60,0.1,0.45397812544398325,0.5212330734240664,0.8709695308889854,100.0,0.3,0.02,3.0,150,1
60,1.0,0.247121715352478,0.6975981103204902,0.354246537793724,100.0,0.3,0.02,3.0,150,1
60,inf,0.26666666666666494,0.6666666666666624,0.39999999999999997,100.0,0.3,0.02,3.0,150,1
61,0.1,0.2875022784149539,0.6964641922339991,0.41280267043270824,100.0,0.3,0.02,3.0,150,1
61,1.0,0.2723532757574225,0.6905652915404976,0.39439178176746026,100.0,0.3,0.02,3.0,150,1
61,inf,0.2666666666666716,0.6666666666666792,0.3999999999999999,100.0,0.3,0.02,3.0,150,1
62,0.1,0.7723459748102398,0.18536087069213222,4.166715293936211,100.0,0.3,0.02,3.0,150,1
62,1.0,0.24447744135619115,0.6475223655412438,0.37755829661858875,100.0,0.3,0.02,3.0,150,1
62,inf,0.26666666666664424,0.6666666666666108,0.39999999999999986,100.0,0.3,0.02,3.0,150,1
63,0.1,0.8137076731376719,0.18629232475512558,4.367907664512002,100.0,0.3,0.02,3.0,150,1
63,1.0,0.3664831253660597,0.6111255120423255,0.5996855280043975,100.0,0.3,0.02,3.0,150,1
63,inf,0.2666666666666584,0.6666666666666461,0.3999999999999999,100.0,0.3,0.02,3.0,150,1
64,0.1,0.22863652303198911,0.4600125057246383,0.49702240740570225,100.0,0.3,0.02,3.0,150,1
64,1.0,0.3299980566697298,0.5959504694498828,0.5537340325855409,100.0,0.3,0.02,3.0,150,1
64,inf,0.26666666666667094,0.6666666666666776,0.39999999999999986,100.0,0.3,0.02,3.0,150,1
65,0.1,0.6426244571051553,0.3540121731016078,1.81526090324784,100.0,0.3,0.02,3.0,150,1
65,1.0,0.2062077815107294,0.7524549563991161,0.27404667848496833,100.0,0.3,0.02,3.0,150,1
65,inf,0.26666666666666305,0.6666666666666576,0.4,100.0,0.3,0.02,3.0,150,1
66,0.1,0.6836863132856297,0.3163136805207703,2.1614187289023574,100.0,0.3,0.02,3.0,150,1
66,1.0,0.3616675078467054,0.6147751647018628,0.5882923198794103,100.0,0.3,0.02,3.0,150,1
66,inf,0.26666666666666533,0.6666666666666632,0.4000000000000001,100.0,0.3,0.02,3.0,150,1
67,0.1,0.005659063540162112,0.7361413987487095,0.00768746812742955,100.0,0.3,0.02,3.0,150,1
67,1.0,0.21409757128464735,0.7409529602585199,0.2889489384183691,100.0,0.3,0.02,3.0,150,1
67,inf,0.26666666666666794,0.6666666666666697,0.4000000000000001,100.0,0.3,0.02,3.0,150,1
68,0.1,0.8516633636434199,0.13603128307512008,6.260790491648224,100.0,0.3,0.02,3.0,150,1
68,1.0,0.35647785802998505,0.5671965044575791,0.6284909290315385,100.0,0.3,0.02,3.0,150,1
68,inf,0.2666666666666597,0.6666666666666492,0.4000000000000001,100.0,0.3,0.02,3.0,150,1
69,0.1,0.2597662892697583,0.47206663504270574,0.5502746222389948,100.0,0.3,0.02,3.0,150,1
69,1.0,0.2096433419240794,0.7012624468945853,0.29895133106363714,100.0,0.3,0.02,3.0,150,1
69,inf,0.2666666666666641,0.6666666666666603,0.39999999999999997,100.0,0.3,0.02,3.0,150,1
70,0.1,0.7521723087818998,0.228124047892415,3.297207443630098,100.0,0.3,0.02,3.0,150,1
70,1.0,0.27685638843164756,0.6266631152802703,0.4417946128963178,100.0,0.3,0.02,3.0,150,1
70,inf,0.2666666666666653,0.6666666666666632,0.4,100.0,0.3,0.02,3.0,150,1
71,0.1,0.8234844973958442,0.1609582389493006,5.116137594268966,100.0,0.3,0.02,3.0,150,1
71,1.0,0.27041112111408044,0.6231718655269286,0.43392703694258067,100.0,0.3,0.02,3.0,150,1
71,inf,0.26666666666666194,0.666666666666655,0.3999999999999999,100.0,0.3,0.02,3.0,150,1
72,0.1,0.3169212589863496,0.5330879510909735,0.5945008855251087,100.0,0.3,0.02,3.0,150,1
72,1.0,0.25912958553484056,0.6270063362282887,0.41328064895422884,100.0,0.3,0.02,3.0,150,1
72,inf,0.26666666666666383,0.6666666666666597,0.3999999999999999,100.0,0.3,0.02,3.0,150,1
73,0.1,0.19231316340723484,0.7129976629847249,0.26972481593022407,100.0,0.3,0.02,3.0,150,1
73,1.0,0.2861705281554445,0.652186010459621,0.4387866706214213,100.0,0.3,0.02,3.0,150,1
73,inf,0.26666666666667493,0.666666666666687,0.40000000000000024,100.0,0.3,0.02,3.0,150,1
74,0.1,0.3284358984030452,0.1973037088006022,1.6646210068710214,100.0,0.3,0.02,3.0,150,1
74,1.0,0.262972617072906,0.672354252367893,0.3911221147881056,100.0,0.3,0.02,3.0,150,1
74,inf,0.26666666666665173,0.6666666666666292,0.4000000000000001,100.0,0.3,0.02,3.0,150,1
75,0.1,0.40209360292028967,0.5979061286164504,0.6725028958153193,100.0,0.3,0.02,3.0,150,1
75,1.0,0.2022738671251921,0.7806217018207501,0.2591189389859407,100.0,0.3,0.02,3.0,150,1
75,inf,0.2666666666666728,0.6666666666666821,0.4,100.0,0.3,0.02,3.0,150,1
76,0.1,0.6286301956004717,0.36212505430962605,1.735947811727429,100.0,0.3,0.02,3.0,150,1
76,1.0,0.19615667984296303,0.7309440175880038,0.26836074326218323,100.0,0.3,0.02,3.0,150,1
76,inf,0.2666666666666657,0.666666666666664,0.4000000000000002,100.0,0.3,0.02,3.0,150,1
77,0.1,0.5950726395388746,0.32151513883792876,1.850838631392851,100.0,0.3,0.02,3.0,150,1
77,1.0,0.31111760329116067,0.6016122265823308,0.5171397613685036,100.0,0.3,0.02,3.0,150,1
77,inf,0.26666666666666866,0.6666666666666716,0.4,100.0,0.3,0.02,3.0,150,1
78,0.1,0.0182948139341492,0.9813619017784305,0.01864227040095526,100.0,0.3,0.02,3.0,150,1
78,1.0,0.1828489218827995,0.7642591642256475,0.2392498911911161,100.0,0.3,0.02,3.0,150,1
78,inf,0.26666666666665917,0.6666666666666481,0.3999999999999999,100.0,0.3,0.02,3.0,150,1
79,0.1,0.6171503386082826,0.3245433489041787,1.9015960138825585,100.0,0.3,0.02,3.0,150,1
79,1.0,0.32584388701683276,0.5920724050217846,0.5503446609791647,100.0,0.3,0.02,3.0,150,1
79,inf,0.2666666666666646,0.6666666666666613,0.40000000000000013,100.0,0.3,0.02,3.0,150,1
80,0.1,0.3056844725872931,0.5730967688312727,0.5333906753839868,100.0,0.3,0.02,3.0,150,1
80,1.0,0.23325384442817548,0.6470219354952146,0.3605037659962004,100.0,0.3,0.02,3.0,150,1
80,inf,0.266666666666675,0.6666666666666873,0.40000000000000013,100.0,0.3,0.02,3.0,150,1
81,0.1,0.2510241363580457,0.7328438766590878,0.3425342618709221,100.0,0.3,0.02,3.0,150,1
81,1.0,0.2554849181634923,0.6402452126175624,0.39904229368459343,100.0,0.3,0.02,3.0,150,1
81,inf,0.2666666666666716,0.666666666666679,0.4,100.0,0.3,0.02,3.0,150,1
82,0.1,0.42144910650566086,0.5785507902839673,0.7284565393105816,100.0,0.3,0.02,3.0,150,1
82,1.0,0.3030243712942535,0.671462419797166,0.4512901427689587,100.0,0.3,0.02,3.0,150,1
82,inf,0.26666666666666305,0.6666666666666576,0.4,100.0,0.3,0.02,3.0,150,1
83,0.1,0.3246931257524031,0.530645334580114,0.6118835022064679,100.0,0.3,0.02,3.0,150,1
83,1.0,0.21512498542409864,0.7071003167901265,0.3042354533238734,100.0,0.3,0.02,3.0,150,1
83,inf,0.26666666666666383,0.6666666666666597,0.3999999999999999,100.0,0.3,0.02,3.0,150,1
84,0.1,0.5606947667519653,0.1679826337504232,3.3378138813146974,100.0,0.3,0.02,3.0,150,1
84,1.0,0.2572009385107745,0.6673796579333586,0.38538923902361044,100.0,0.3,0.02,3.0,150,1
84,inf,0.26666666666666705,0.6666666666666679,0.39999999999999986,100.0,0.3,0.02,3.0,150,1
85,0.1,0.7381776205364446,0.25105790158713404,2.9402684236179963,100.0,0.3,0.02,3.0,150,1
85,1.0,0.4372106711650737,0.46517180152444204,0.9398907451661188,100.0,0.3,0.02,3.0,150,1
85,inf,0.2666666666666653,0.666666666666663,0.40000000000000013,100.0,0.3,0.02,3.0,150,1
86,0.1,0.6728774947032254,0.2488730283174998,2.7036979428915933,100.0,0.3,0.02,3.0,150,1
86,1.0,0.2588785764732324,0.6703730853777479,0.3861708981460036,100.0,0.3,0.02,3.0,150,1
86,inf,0.2666666666666715,0.666666666666679,0.39999999999999986,100.0,0.3,0.02,3.0,150,1
87,0.1,0.5931997046930464,0.3996282047031225,1.4843789745364073,100.0,0.3,0.02,3.0,150,1
87,1.0,0.27065510565898854,0.6897742586616684,0.39238214859470977,100.0,0.3,0.02,3.0,150,1
87,inf,0.26666666666666905,0.6666666666666724,0.40000000000000013,100.0,0.3,0.02,3.0,150,1
88,0.1,0.32333822816416913,0.5530267445897564,0.5846701471988055,100.0,0.3,0.02,3.0,150,1
88,1.0,0.28419220925224326,0.666339423379705,0.42649766662582705,100.0,0.3,0.02,3.0,150,1
88,inf,0.2666666666666657,0.6666666666666641,0.40000000000000013,100.0,0.3,0.02,3.0,150,1
89,0.1,0.004248843312133352,0.8648479977872952,0.004912820892230744,100.0,0.3,0.02,3.0,150,1
89,1.0,0.17512517170683994,0.7488367951879853,0.2338629362662089,100.0,0.3,0.02,3.0,150,1
89,inf,0.2666666666666585,0.6666666666666462,0.4,100.0,0.3,0.02,3.0,150,1
90,0.1,0.18621291840747234,0.6250806690445081,0.2979022190721647,100.0,0.3,0.02,3.0,150,1
90,1.0,0.2781797764384038,0.6470254237823042,0.42993639231709563,100.0,0.3,0.02,3.0,150,1
90,inf,0.26666666666665917,0.6666666666666481,0.3999999999999999,100.0,0.3,0.02,3.0,150,1
91,0.1,0.2942355133821618,0.5891573914538862,0.49941750311587463,100.0,0.3,0.02,3.0,150,1
91,1.0,0.22353297944950518,0.709422268097284,0.3150915745132091,100.0,0.3,0.02,3.0,150,1
91,inf,0.2666666666666656,0.6666666666666639,0.4000000000000001,100.0,0.3,0.02,3.0,150,1
92,0.1,0.8729940931407354,0.12422794591671331,7.027356740857815,100.0,0.3,0.02,3.0,150,1
92,1.0,0.3967371993574039,0.5506439205056897,0.7204968303165068,100.0,0.3,0.02,3.0,150,1
92,inf,0.2666666666666657,0.6666666666666641,0.40000000000000013,100.0,0.3,0.02,3.0,150,1
93,0.1,0.34595714507649056,0.4464028161118502,0.7749887155501455,100.0,0.3,0.02,3.0,150,1
93,1.0,0.26807679518410404,0.6861675840834839,0.39068705867557857,100.0,0.3,0.02,3.0,150,1
93,inf,0.2666666666666704,0.6666666666666758,0.4000000000000001,100.0,0.3,0.02,3.0,150,1
94,0.1,0.47964033681592705,0.5174148953587298,0.9269936778364041,100.0,0.3,0.02,3.0,150,1
94,1.0,0.2532086298602918,0.6997388387334142,0.36186162014190976,100.0,0.3,0.02,3.0,150,1
94,inf,0.2666666666666715,0.666666666666679,0.39999999999999986,100.0,0.3,0.02,3.0,150,1
95,0.1,0.6083926598950327,0.3916033836619881,1.5535939812516173,100.0,0.3,0.02,3.0,150,1
95,1.0,0.2401765665629321,0.7229575117772803,0.33221394431948675,100.0,0.3,0.02,3.0,150,1
95,inf,0.2666666666666686,0.6666666666666714,0.4000000000000001,100.0,0.3,0.02,3.0,150,1
96,0.1,0.6443775576686501,0.2845806747369597,2.264305396929197,100.0,0.3,0.02,3.0,150,1
96,1.0,0.29045333968490966,0.6351396177445582,0.45730628600422907,100.0,0.3,0.02,3.0,150,1
96,inf,0.2666666666666722,0.6666666666666806,0.39999999999999997,100.0,0.3,0.02,3.0,150,1
97,0.1,0.8892950098721705,0.10889008773380876,8.16690507262818,100.0,0.3,0.02,3.0,150,1
97,1.0,0.36624447071989613,0.5717146857048259,0.6406070718095682,100.0,0.3,0.02,3.0,150,1
97,inf,0.26666666666666117,0.6666666666666528,0.4000000000000001,100.0,0.3,0.02,3.0,150,1
98,0.1,0.16211864783288,0.1563591909920625,1.0368347828117752,100.0,0.3,0.02,3.0,150,1
98,1.0,0.22176897614874633,0.6467648897536226,0.3428896337171713,100.0,0.3,0.02,3.0,150,1
98,inf,0.26666666666666905,0.6666666666666724,0.40000000000000013,100.0,0.3,0.02,3.0,150,1
99,0.1,0.7563875407902186,0.2172242350817044,3.482058714607599,100.0,0.3,0.02,3.0,150,1
99,1.0,0.24079823018702387,0.7144552747431883,0.33703751473257587,100.0,0.3,0.02,3.0,150,1
99,inf,0.26666666666666594,0.6666666666666646,0.40000000000000013,100.0,0.3,0.02,3.0,150,1
